ticker,company_name,sector,industry,market_type,exchange,price,market_cap,pe_ratio,peg_ratio,pb_ratio,ps_ratio,dividend_yield,beta,profit_margin,operating_margin,roa,roe,ev_to_ebitda,debt_to_equity,current_ratio,revenue_growth_3yr,earnings_growth_3yr,shares_outstanding,avg_return_1yr,volatility_1yr,sharpe_ratio,max_drawdown,esg_score
JPM,JPM Solutions,Real Estate,Residential REITs,Large Cap,NASDAQ,454.05,968.6882149641,25.13,2.07,4.42,2.2,2.87,0.8034842323788944,15.82,17.44,3.17,33.55,23.04,2.6,2.04,12.69,12.13,2133439522,-11.61,11.87,-1.15,-27.85,50.71
BAC,BAC Group,Financial Services,Investment Banking,Large Cap,NASDAQ,409.14,379.65327283548,58.31,4.74,8.5,5.82,0.0,1.196606397977808,25.73,28.12,8.46,50.13,12.12,2.6,1.73,11.54,12.31,927929982,12.53,17.41,0.6,-41.24,72.81
GS,GS Solutions,Healthcare,Managed Healthcare,Large Cap,NYSE,532.4,4889.8173324836,11.7,5.0,4.12,3.27,3.81,1.3145511402629773,25.7,26.94,14.13,33.07,5.93,1.43,1.71,3.78,2.31,9184480339,11.76,14.78,0.66,-31.25,72.4
V,V Energy,Energy,Energy Equipment,Large Cap,NASDAQ,277.19,287.12914112539,31.7,1.98,6.07,10.25,1.83,1.4129818884717076,6.35,3.7,3.13,8.13,26.91,0.11,1.51,15.15,15.99,1035856781,11.57,20.24,0.47,-50.61,63.1
MA,MA Brands,Consumer Defensive,Tobacco,Large Cap,NASDAQ,297.08,1128.25468769216,24.81,1.81,1.83,6.46,1.71,0.45274292667323385,13.2,13.81,4.78,25.63,18.26,1.43,2.34,14.55,13.73,3797814352,18.13,6.19,2.61,-14.17,56.48
BRK.B,BRK.B Inc.,Materials,Metals & Mining,Large Cap,NASDAQ,310.27,1670.56943179996,36.24,,3.44,9.03,2.69,1.0836773083665157,11.88,15.16,3.74,25.42,5.23,1.5,0.85,-5.36,-6.04,5384244148,17.85,12.35,1.28,-32.84,54.72
C,C Systems,Healthcare,Health Insurance,Large Cap,NYSE,276.2,2611.8161494631995,30.9,4.15,5.93,6.24,0.0,0.8258088932720286,27.62,26.32,15.45,40.21,19.54,1.47,3.46,5.46,7.45,9456249636,-3.79,9.38,-0.62,-24.91,70.91
MS,MS Technologies,Technology,Cybersecurity,Large Cap,NYSE,251.82,2093.01731318016,42.78,,4.51,7.59,3.88,1.582316347070428,36.33,40.27,12.7,79.61,6.49,0.76,1.83,-0.9,-1.2,8311561088,3.48,21.0,0.07,-38.68,87.13
AXP,AXP Solutions,Healthcare,Life Sciences Tools,Large Cap,NYSE,159.42,1966.9052483963399,46.79,2.96,2.54,10.79,0.0,1.449540957248403,22.77,25.11,10.38,43.17,20.93,0.52,2.32,17.61,15.83,12337882627,13.74,25.52,0.46,-72.29,73.24
BLK,BLK Technologies,Consumer Defensive,Discount Stores,Large Cap,NYSE,524.69,1377.1147677616302,61.56,2.75,2.87,10.52,4.91,0.7246742637333031,13.65,15.19,3.53,20.18,20.59,1.28,1.47,21.72,22.39,2624625527,-11.27,13.34,-0.99,-34.49,71.58
WFC,WFC Technologies,Technology,Internet,Large Cap,NASDAQ,548.37,7782.94532721726,37.41,1.83,1.92,11.59,1.7,1.7963029091941825,39.3,40.71,16.06,64.02,13.51,0.18,2.97,23.0,20.45,14192872198,6.65,22.72,0.2,-44.69,68.76
PNC,PNC Inc.,Technology,Consumer Electronics,Large Cap,NYSE,757.33,7649.170926454261,56.25,2.44,9.39,4.69,0.0,1.2687833765944645,42.76,43.18,13.86,86.6,13.69,1.45,3.55,20.8,23.02,10100182122,-1.57,19.71,-0.18,-38.13,70.86
TFC,TFC Holdings,Healthcare,Medical Devices,Large Cap,NYSE,591.32,6365.421112398521,28.88,5.0,7.46,9.52,3.32,0.6496055016189441,15.3,14.94,3.45,35.56,23.68,0.85,3.58,2.04,4.67,10764765461,-4.4,7.92,-0.81,-20.02,81.34
USB,USB Inc.,Industrial,Industrial Distribution,Large Cap,NYSE,28.07,127.03788244336,,,7.56,6.65,0.64,0.41563023658722176,34.96,41.57,15.76,70.22,9.21,0.16,1.03,7.36,8.87,4525752848,5.85,4.54,0.85,-7.28,67.7
COF,COF Pharmaceuticals,Technology,Software,Large Cap,NASDAQ,44.43,476.67764206755,37.04,2.81,5.04,10.91,1.16,2.0171420368821567,14.89,22.49,4.6,18.64,9.2,0.75,0.88,16.15,13.19,10728733785,6.64,36.19,0.13,-100.08,66.67
JNJ,JNJ Holdings,Technology,IT Services,Large Cap,NYSE,643.26,1326.61859821758,42.76,1.26,2.73,2.01,0.0,0.857451125283156,32.56,40.13,11.75,72.82,6.3,0.85,2.3,32.48,33.9,2062336533,-1.47,14.2,-0.24,-40.65,68.93
PFE,PFE Inc.,Technology,Semiconductors,Large Cap,NYSE,331.81,151.00311526643,32.96,5.0,3.96,6.7,3.46,1.8742918720866926,32.44,38.71,13.79,35.32,16.58,0.53,2.07,4.86,3.95,455089103,-3.14,23.88,-0.22,-40.29,69.71
MRK,MRK Group,Technology,IT Services,Large Cap,NYSE,328.27,3437.0343117078296,-39.53,,6.16,6.16,1.17,1.671695086509211,5.48,12.66,1.45,7.51,21.17,0.96,0.98,-2.34,-0.46,10470144429,11.36,20.0,0.47,-33.32,71.12
UNH,UNH Corp.,Financial Services,Insurance,Large Cap,NYSE,35.85,162.95793398025,88.01,3.63,5.47,8.22,1.89,1.0917810298419335,3.34,1.43,0.87,6.37,27.07,1.72,0.84,21.24,24.23,4545549065,8.29,21.29,0.3,-38.6,76.47
ABT,ABT Technologies,Materials,Paper & Forest Products,Large Cap,NASDAQ,408.62,2727.86027517416,59.27,3.7,9.14,2.22,0.0,0.7231947416914208,18.11,21.41,9.93,44.66,23.71,0.62,0.96,17.91,16.02,6675787468,33.33,10.33,3.03,-16.25,68.89
TMO,TMO Energy,Financial Services,Investment Banking,Large Cap,NASDAQ,121.18,407.67826098768,19.71,1.43,1.66,4.21,2.33,1.1771217956449516,21.74,23.55,6.2,27.67,19.9,2.58,1.1,11.88,13.79,3364237176,-6.4,12.48,-0.67,-35.57,70.78
BMY,BMY Energy,Technology,Hardware,Large Cap,NYSE,237.35,4548.415113747399,94.64,3.53,3.24,5.68,0.0,1.2050323465183441,57.11,63.47,27.36,115.77,12.49,1.24,1.7,28.5,26.83,19163324684,13.95,17.24,0.69,-47.57,84.22
ABBV,ABBV Solutions,Healthcare,Hospitals,Large Cap,NYSE,485.22,4007.9561219223,38.79,5.0,4.25,9.4,4.64,1.0340484840667228,21.67,20.06,6.19,35.67,17.19,1.02,3.09,7.16,4.4,8260080215,-0.6,15.58,-0.17,-40.78,61.9
LLY,LLY Systems,Technology,Cybersecurity,Large Cap,NASDAQ,634.93,2513.49360808706,84.48,5.0,3.12,10.13,0.0,2.016743001468847,9.75,14.92,4.52,24.11,19.04,0.39,0.88,12.91,13.21,3958694042,-14.58,29.06,-0.57,-48.76,73.03
AMGN,AMGN Solutions,Technology,Semiconductors,Large Cap,NASDAQ,713.38,8944.41044968228,21.11,3.94,3.62,5.79,0.11,1.2574477320579376,20.47,27.32,10.7,21.97,8.39,0.22,3.79,3.29,5.36,12538072906,16.69,23.69,0.62,-64.11,79.68
MDT,MDT Systems,Communication Services,Media,Large Cap,NASDAQ,371.76,2207.4528995668798,14.97,1.08,5.23,3.98,0.0,1.2502337034887094,20.09,19.85,8.38,26.25,5.92,1.07,1.04,14.7,13.87,5937844038,24.96,20.61,1.11,-55.53,54.4
ISRG,ISRG Group,Real Estate,Industrial REITs,Large Cap,NYSE,145.26,1292.33636856036,74.48,3.91,8.02,7.48,4.46,0.8507177828335292,24.87,23.92,6.25,61.41,25.96,2.13,1.43,21.64,19.06,8896711886,5.62,13.64,0.27,-32.23,73.98
CVS,CVS Group,Technology,Cybersecurity,Large Cap,NASDAQ,862.8,3274.6997623715997,-21.78,,2.09,4.92,1.48,2.050392638185979,31.56,37.2,16.31,63.37,7.65,0.3,2.06,-9.92,-8.92,3795433197,-2.38,33.0,-0.13,-62.54,60.44
GILD,GILD Inc.,Consumer Cyclical,Homebuilding,Large Cap,NASDAQ,224.65,890.4052152781501,21.14,2.75,7.77,3.87,0.15,1.1937874359453156,14.13,12.15,2.94,33.55,14.11,1.38,0.84,7.53,7.69,3963521991,-7.25,15.7,-0.59,-38.07,43.47
BIIB,BIIB Inc.,Financial Services,Consumer Finance,Large Cap,NYSE,479.39,1558.4086007437,,,3.62,6.41,0.58,1.549304487298137,21.5,22.77,6.12,35.26,23.65,1.79,2.34,4.15,6.02,3250815830,24.39,20.3,1.1,-30.58,74.11
PG,PG Solutions,Technology,Cloud Computing,Large Cap,NYSE,143.74,1228.5370111413001,40.66,5.0,8.03,3.09,2.37,1.6324268787817158,28.53,29.73,6.8,52.97,15.05,0.33,3.78,2.23,3.88,8546938995,5.45,30.69,0.11,-51.09,58.59
KO,KO Inc.,Financial Services,Investment Banking,Large Cap,NYSE,160.65,1305.85424597775,-10.29,,1.71,8.8,3.52,1.3803071612849827,26.6,28.42,11.04,35.52,11.43,1.59,2.38,-7.51,-9.56,8128566735,14.34,15.34,0.8,-26.85,74.93
PEP,PEP Brands,Healthcare,Healthcare Technology,Large Cap,NYSE,628.79,5922.211856289229,18.87,,4.5,3.68,4.55,1.2179049500106698,17.43,17.24,5.67,30.25,17.88,0.48,2.85,2.78,-0.04,9418425637,-1.44,21.52,-0.16,-55.32,72.44
WMT,WMT Pharmaceuticals,Consumer Defensive,Food & Beverage,Large Cap,NYSE,440.69,177.99727212132998,,,4.64,9.34,3.64,0.45649088981406505,9.44,10.0,4.1,11.58,5.68,0.15,1.31,5.07,2.68,403905857,-0.8,8.64,-0.32,-15.41,73.89
COST,COST Energy,Communication Services,Media,Large Cap,NYSE,253.6,2574.1656669152,32.11,2.83,7.29,9.12,0.0,0.8470839698254452,21.09,19.63,7.26,32.34,9.69,0.6,1.0,13.67,11.34,10150495532,27.25,11.75,2.15,-28.14,57.3
MCD,MCD Group,Healthcare,Hospitals,Large Cap,NYSE,282.57,241.04710737297,,,3.76,5.2,2.94,0.9780925594312162,27.79,35.48,15.16,34.17,23.09,1.36,3.85,5.83,5.16,853052721,5.02,18.31,0.16,-38.89,80.93
NKE,NKE Technologies,Consumer Cyclical,Retail,Large Cap,NASDAQ,29.14,151.45571712268,12.28,1.34,3.07,6.38,1.26,1.138700724318258,11.42,15.44,4.36,20.41,17.87,0.61,0.84,11.67,9.19,5197519462,6.68,21.11,0.22,-53.03,76.16
SBUX,SBUX Corp.,Consumer Cyclical,Homebuilding,Large Cap,NYSE,475.83,4993.10420094459,76.92,3.01,1.83,7.96,0.0,1.1171053757637002,23.65,28.18,4.99,28.5,12.2,0.45,1.25,26.53,25.57,10493462373,11.49,19.52,0.49,-35.24,66.41
HD,HD Brands,Real Estate,Industrial REITs,Large Cap,NYSE,58.18,84.63527611224,35.99,5.0,6.89,6.58,1.42,0.79,3.45,5.82,1.55,6.29,9.55,1.68,2.26,3.73,6.7,1454714268,-0.7,9.84,-0.27,-26.64,53.21
TGT,TGT Systems,Industrial,Waste Management,Large Cap,NASDAQ,311.51,1571.72322029044,-22.74,,5.89,6.23,2.22,0.9422119206698168,8.63,15.09,3.85,18.67,5.52,0.26,1.28,-3.28,-6.09,5045498444,3.76,12.26,0.14,-32.26,34.81
LOW,LOW Inc.,Healthcare,Managed Healthcare,Large Cap,NASDAQ,675.12,5373.10888847136,40.8,2.26,5.94,11.36,0.0,1.0908177801062922,18.19,18.28,8.88,26.16,17.01,0.55,1.59,19.29,18.09,7958746428,12.34,12.23,0.85,-20.05,79.12
DIS,DIS Group,Utilities,Water Utilities,Large Cap,NYSE,210.82,457.54707026852,24.66,3.57,7.54,7.5,3.67,0.9811766437157314,12.94,10.46,3.87,31.8,19.96,2.75,1.44,6.27,6.91,2170320986,2.05,15.64,0.0,-43.41,61.54
NFLX,NFLX Technologies,Industrial,Machinery,Large Cap,NYSE,43.14,301.66745229618,31.56,1.72,7.83,4.34,0.0,0.7492731586104772,17.58,18.02,10.16,25.81,7.93,0.32,1.25,19.99,18.34,6992755037,-12.32,13.33,-1.07,-22.6,73.06
AMZN,AMZN Inc.,Industrial,Aerospace & Defense,Large Cap,NYSE,355.89,284.34743019879,20.52,3.83,1.43,4.51,2.9,0.6768355096172373,7.34,6.61,3.66,14.4,6.18,0.91,1.76,2.68,5.36,798975611,-0.48,7.51,-0.33,-12.73,56.32
EBAY,EBAY Pharmaceuticals,Industrial,Transportation,Large Cap,NASDAQ,307.41,2036.5785742560602,20.32,,3.77,5.89,4.88,0.6421650202569225,10.0,17.54,3.51,10.73,22.02,0.85,1.35,1.33,-1.19,6624958766,3.49,11.97,0.12,-31.06,70.42
BA,BA Group,Real Estate,REITs,Large Cap,NASDAQ,305.67,535.36012651632,86.39,4.57,3.69,9.18,4.63,0.42261769634116725,25.76,29.43,13.51,45.71,19.05,1.69,1.8,16.06,18.92,1751431696,21.73,6.43,3.07,-14.39,61.55
GE,GE Holdings,Technology,Hardware,Large Cap,NASDAQ,474.03,5162.18587566183,62.34,2.16,6.77,12.48,0.0,1.5407273653881604,48.8,52.56,17.02,97.87,24.47,1.02,2.13,31.55,28.81,10889998261,12.97,24.26,0.45,-47.35,79.47
CAT,CAT Systems,Healthcare,Health Insurance,Large Cap,NASDAQ,369.88,2882.95861862792,48.45,,6.89,7.35,4.04,1.0362910496968587,29.74,32.39,10.61,69.35,16.74,1.09,3.61,-3.4,-2.9,7794307934,-0.69,17.92,-0.15,-52.83,59.25
MMM,MMM Brands,Healthcare,Managed Healthcare,Large Cap,NYSE,456.43,705.46533789303,,,5.21,7.04,3.91,1.233062840246687,34.95,35.22,18.95,79.46,13.56,0.47,2.5,-0.97,-1.54,1545615621,4.84,23.82,0.12,-50.17,73.17
HON,HON Systems,Communication Services,Advertising,Large Cap,NYSE,285.19,1907.5171084017,12.07,5.0,3.96,7.68,4.65,0.8767916758716986,15.91,13.67,3.79,21.92,15.47,1.16,1.18,4.56,1.92,6688583430,0.94,10.59,-0.1,-24.71,68.74
UPS,UPS Brands,Healthcare,Pharmaceuticals,Large Cap,NYSE,552.22,1887.9035298476801,34.27,2.03,8.83,4.18,0.0,1.538986350855252,24.49,24.97,11.2,47.43,19.21,0.92,2.5,18.54,16.92,3418752544,6.87,26.4,0.18,-52.54,97.06
LMT,LMT Holdings,Industrial,Engineering,Large Cap,NYSE,80.48,113.2838568456,-31.51,,0.96,2.59,2.72,1.0531042319337098,30.56,28.44,6.33,35.31,16.94,0.81,2.03,-6.63,-6.8,1407602595,4.6,19.3,0.13,-48.72,55.63
RTX,RTX Solutions,Healthcare,Medical Devices,Large Cap,NASDAQ,34.96,324.1806797904,41.01,1.51,4.31,8.81,0.0,1.208445200571031,26.88,33.47,8.82,27.29,10.78,1.41,2.76,26.55,27.21,9272902740,15.08,19.76,0.66,-33.6,70.2
DE,DE Group,Energy,Gas Utilities,Large Cap,NASDAQ,175.52,687.68352278176,,,1.53,2.4,2.06,0.9472740125914628,12.22,11.38,3.4,26.86,8.75,0.96,2.12,13.67,14.07,3917978138,10.47,16.42,0.52,-36.37,29.43
FDX,FDX Solutions,Healthcare,Medical Devices,Large Cap,NYSE,131.3,935.1751119139,19.77,1.34,7.61,11.16,0.0,1.3442318546698675,8.95,13.51,3.44,12.61,21.87,0.63,2.33,15.21,14.79,7122430403,17.23,24.65,0.62,-67.76,84.36
UNP,UNP Corp.,Consumer Cyclical,Entertainment,Large Cap,NYSE,383.7,1090.0612998327,26.11,,6.99,3.31,4.92,1.301162267820428,15.15,21.34,8.38,31.14,23.95,1.37,1.2,-4.6,-4.85,2840920771,2.76,17.0,0.04,-27.92,59.86
EMR,EMR Systems,Utilities,Electric Utilities,Large Cap,NASDAQ,267.67,1978.41725315234,24.71,,2.19,2.7,3.58,0.8814143324434882,19.59,24.63,8.18,33.0,15.59,1.12,1.68,-2.14,-1.84,7391255102,4.63,16.57,0.16,-36.61,64.72
ETN,ETN Corp.,Technology,Software,Large Cap,NYSE,251.27,1220.18891440599,60.74,1.91,4.24,8.77,0.0,1.5566375870587712,30.25,33.05,7.91,38.21,28.47,1.26,3.81,29.71,31.82,4856086737,17.8,26.47,0.6,-54.82,67.19
ITW,ITW Inc.,Technology,IT Services,Large Cap,NASDAQ,599.58,5658.70676515578,26.72,3.5,7.25,1.85,2.34,1.8971004575475,20.55,22.77,4.43,30.99,23.92,0.56,3.71,4.84,7.64,9437784391,-9.73,23.51,-0.5,-45.75,69.51
CMI,CMI Inc.,Energy,Energy Equipment,Large Cap,NYSE,67.68,160.56806924736003,43.89,3.34,3.59,4.19,2.72,1.685451874938485,8.34,9.67,2.57,8.64,14.63,0.2,2.49,12.67,13.15,2372459652,-11.62,29.1,-0.47,-86.68,36.69
XOM,XOM Technologies,Communication Services,Media,Large Cap,NYSE,256.52,2192.2586339984,12.85,1.43,3.86,3.46,0.0,0.7733796529904797,24.35,30.82,7.3,56.85,25.84,1.37,2.04,7.86,8.98,8546150920,27.09,8.28,3.03,-22.86,55.38
CVX,CVX Group,Financial Services,Wealth Management,Large Cap,NYSE,414.27,656.0497608813901,35.08,5.0,3.06,7.9,2.7,1.5869992161788922,7.82,6.83,2.01,19.13,20.1,2.63,1.02,6.02,4.3,1583628457,4.71,26.71,0.1,-67.22,69.11
COP,COP Technologies,Technology,Enterprise Software,Large Cap,NASDAQ,486.77,5864.30515008191,48.98,,4.39,5.83,2.25,1.9326024697315896,16.87,16.61,9.11,38.69,5.62,0.78,1.61,-3.41,-3.52,12047384083,-2.16,26.71,-0.16,-70.67,68.34
SLB,SLB Technologies,Technology,Hardware,Large Cap,NYSE,858.55,5509.493897492201,21.14,5.0,5.32,3.35,4.86,1.5875125922118256,30.86,37.82,9.6,68.69,21.92,0.62,2.41,3.52,0.72,6417207964,24.95,29.29,0.78,-63.97,66.59
EOG,EOG Brands,Technology,Software,Large Cap,NASDAQ,587.78,5010.926201222279,,,2.2,6.93,1.19,1.0894839162515448,22.8,24.06,11.75,53.81,20.96,0.53,1.67,-9.64,-6.98,8525173026,1.84,12.63,-0.01,-25.36,66.28
PSX,PSX Systems,Healthcare,Life Sciences Tools,Large Cap,NYSE,466.25,6217.24647542875,66.35,3.63,4.98,4.09,0.0,1.0951144335247227,9.29,11.62,2.04,13.37,11.28,0.5,0.97,20.62,18.26,13334576891,2.03,18.83,0.0,-31.28,73.62
MPC,MPC Group,Healthcare,Healthcare Technology,Large Cap,NYSE,439.06,404.81765132690003,17.2,2.3,3.59,9.79,1.16,0.7932795580582253,14.54,17.97,4.72,19.27,25.67,1.03,2.04,8.71,7.49,922009865,18.79,11.09,1.51,-22.54,64.41
OXY,OXY Holdings,Consumer Defensive,Drug Stores,Large Cap,NASDAQ,253.61,1889.93327796035,37.95,2.93,2.3,3.08,2.53,0.43969165680650396,25.71,26.93,13.05,27.41,10.75,1.38,0.99,14.27,12.95,7452124435,17.32,5.83,2.63,-12.25,65.43
KMI,KMI Corp.,Energy,Oil & Gas Integrated,Large Cap,NYSE,63.95,278.59470961345,39.55,2.6,7.26,5.09,1.54,1.8217203477093094,20.82,25.16,5.09,27.69,25.01,0.72,1.6,14.9,15.22,4356445811,13.92,32.54,0.37,-69.8,45.46
VLO,VLO Corp.,Industrial,Electrical Equipment,Large Cap,NYSE,379.85,99.13009834575,40.86,,5.54,8.03,4.57,0.79,22.47,19.65,7.22,51.95,16.93,0.54,1.42,-7.09,-6.24,260971695,-0.65,10.62,-0.25,-26.16,35.22
NEE,NEE Solutions,Consumer Cyclical,Apparel,Large Cap,NYSE,323.74,2224.82873900848,83.4,2.81,8.61,10.58,0.54,1.750070792013403,14.6,21.69,3.87,28.79,20.37,0.68,1.08,27.02,29.71,6872270152,3.5,28.4,0.05,-67.65,51.05
DUK,DUK Inc.,Technology,Consumer Electronics,Large Cap,NYSE,653.8,8333.937416613198,70.48,4.17,8.4,11.05,0.0,1.5062248838833183,30.21,27.82,7.61,47.39,12.6,0.69,2.09,15.27,16.92,12746921714,2.28,18.27,0.02,-50.01,58.89
SO,SO Energy,Communication Services,Media,Large Cap,NYSE,69.64,502.9155148382,58.63,3.16,4.92,4.41,1.2,1.2722455463447717,23.97,25.71,7.38,42.7,6.21,0.15,1.06,15.72,18.56,7221647255,-4.21,16.24,-0.38,-39.18,63.71
D,D Pharmaceuticals,Technology,Cybersecurity,Large Cap,NASDAQ,345.15,3068.24957386155,28.54,1.35,7.23,10.01,1.53,1.0085392404731888,30.7,30.81,16.75,36.63,25.32,0.93,2.97,21.34,21.16,8889611977,20.92,16.82,1.12,-28.43,66.18
AEP,AEP Group,Financial Services,Mortgage Finance,Large Cap,NASDAQ,68.66,192.27092838906,22.04,2.68,2.1,3.61,1.87,1.0117498907786246,18.67,18.66,7.42,21.28,14.35,2.11,2.19,8.37,8.23,2800333941,20.43,16.78,1.1,-28.8,71.48
EXC,EXC Systems,Technology,Internet,Large Cap,NYSE,428.75,1341.24895797375,,,2.31,12.5,0.0,1.5802123309484444,15.19,12.65,8.97,35.13,12.32,0.6,3.35,25.4,26.69,3128277453,5.06,21.3,0.14,-55.2,78.21
XEL,XEL Brands,Healthcare,Managed Healthcare,Large Cap,NYSE,52.41,325.54805425074,73.0,4.09,5.32,7.86,0.0,0.7952869456855147,18.24,20.87,5.15,35.96,15.78,0.33,1.57,19.16,17.85,6211563714,-4.54,12.49,-0.52,-23.93,69.52
WEC,WEC Systems,Industrial,Industrial Distribution,Large Cap,NYSE,41.38,99.11301673884002,16.44,2.73,6.66,3.13,2.67,0.82,1.82,0.78,0.49,2.54,21.58,0.95,2.5,5.95,6.02,2395191318,2.09,11.63,0.01,-30.94,66.71
ES,ES Energy,Technology,Hardware,Large Cap,NASDAQ,74.22,463.6036531644,32.94,5.0,3.04,3.57,1.98,1.569783479986293,41.09,44.91,16.12,55.8,9.61,0.29,2.53,3.09,1.23,6246344020,11.26,27.32,0.34,-51.48,83.03
PEG,PEG Corp.,Healthcare,Hospitals,Large Cap,NYSE,188.47,2157.88218366033,31.85,1.4,8.65,3.53,0.0,0.8256012482909277,13.7,11.56,4.78,15.22,11.54,1.05,0.93,23.27,22.67,11449473039,-11.87,15.03,-0.92,-24.86,77.67
CMCSA,CMCSA Brands,Financial Services,Financial Data,Large Cap,NYSE,147.83,1409.18775174569,-42.19,-66.97,4.55,7.69,4.75,1.0842615155877462,22.41,23.98,9.36,39.32,8.27,2.99,0.81,-0.07,0.63,9532488343,3.26,15.05,0.08,-43.66,57.19
VZ,VZ Corp.,Consumer Cyclical,Homebuilding,Large Cap,NASDAQ,427.86,4148.7338833506,75.57,2.33,5.7,12.82,0.0,1.5192660182862576,26.68,33.2,6.88,28.39,23.4,0.21,1.19,30.58,32.41,9696475210,14.1,24.42,0.5,-45.91,27.62
T,T Holdings,Industrial,Transportation,Large Cap,NYSE,341.19,2395.65953774844,-41.93,,6.4,5.74,1.71,0.8329949565262386,6.4,8.89,1.52,11.24,9.04,1.19,1.84,-4.57,-2.07,7021482276,5.0,11.71,0.26,-33.43,44.88
CHTR,CHTR Holdings,Consumer Defensive,Food Distribution,Large Cap,NYSE,60.73,75.36293910823,,,3.85,7.55,2.46,0.68,21.88,21.83,8.07,26.32,17.71,1.11,2.29,3.61,4.64,1240950751,-17.39,7.71,-2.51,-21.98,72.82
